"Stage","FAI","Data"
"trail_5","FAI73DOE_9","0.15418"
"trail_5","FAI73DOE_10","0.18819"
"trail_5","FAI73DOE_11","0.21762"
"trail_5","FAI73DOE_12","0.17175"
"trail_5","FAI16","40.42894"
"trail_5","FAI17","34.01774"
"trail_5","FAI19","23.17583"
"trail_5","FAI21","20.58007"
"trail_5","FAI22","12.52483"
"trail_5","FAI23","0.41052"
"trail_5","FAI24","4.47688"
"trail_5","FAI25","121.26457"
"trail_5","FAI26","115.33948"
"trail_5","FAI27","113.55053"
"trail_5","FAI28","111.03987"
"trail_5","FAI30","2.68818"
"trail_5","FAI31","0.67219"
"trail_5","FAI33","84.13221"
"trail_5","FAI34","80.50415"
"trail_5","FAI35","71.15158"
"trail_5","FAI36","62.41811"
"trail_5","FAI37","56.27064"
"trail_5","FAI38","3.87595"
"trail_5","FAI39","1.27114"
"trail_5","FAI40","42.75383"
"trail_5","FAI41","4.22228"
"trail_5","FAI42","13.88696"
"trail_5","FAI10_1","18.06778"
"trail_5","FAI10_2","18.05722"
"trail_5","FAI10_3","18.05373"
"trail_5","FAI11_1","3.01229"
"trail_5","FAI11_2","2.97921"
"trail_5","FAI11_3","2.95342"
"trail_5","FAI12","29.44207"
"trail_5","FAI13","15.04878"
"trail_5","FAI14","13.97482"
"trail_5","FAI15","43.37809"
"trail_5","FAI18","25.01999"
"trail_5","FAI20","22.21941"
"trail_5","FAI29","109.14847"
"trail_5","FAI32","85.84697"
"trail_5","FAI47","5.73351"
"trail_5","FAI48","17.64927"
"trail_5","FAI49","92.56048"
"trail_5","FAI50","115.20429"
"trail_5","FAI51","107.63772"
"trail_5","FAI52","81.41483"
"trail_5","FAI53","76.9574"
"trail_5","FAI54","68.41843"
"trail_5","FAI55_1","15.75467"
"trail_5","FAI55_2","15.77253"
"trail_5","FAI56","122.7894"
"trail_5","FAI57","116.95368"
"trail_5","FAI58","42.15838"
"trail_5","FAI59","43.38183"
"trail_5","FAI61","115.92054"
"trail_5","FAI62","109.1596"
"trail_5","FAI63","28.48637"
"trail_5","FAI64","45.16692"
"trail_5","FAI65","44.58766"
"trail_5","FAI66","41.25612"
"trail_5","FAI67","78.72688"
"trail_5","FAI68","77.01185"
"trail_5","FAI69","72.76546"
"trail_5","FAI70","44.58802"
"trail_5","FAI71","2.39797"
"trail_5","FAI43","1.11116"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:08:06.4"
"trail_5","bin","18"
"trail_5","fixture1","#104"
"trail_5","fixture","#114"
"trail_5","FAI3_1","0.04746"
"trail_5","FAI3_2","0.05675"
"trail_5","FAI3_3","0.05552"
"trail_5","FAI3_4","0.05017"
"trail_5","FAI3_5","0.05134"
"trail_5","FAI3_6","0.04988"
"trail_5","FAI7","0.1311"
"trail_5","FAI44","0.00995"
"trail_5","FAI45","0.06124"
"trail_5","FAI72_T3A","0.0188"
"trail_5","FAI72_T3B","0.00874"
"trail_5","FAI72_T4A","0.01706"
"trail_5","FAI72_T4B","0.00664"
"trail_5","FAI72_T9A","0.01846"
"trail_5","FAI72_T9B","0.00729"
"trail_5","FAI73_T12","0.13158"
"trail_5","FAI73_T1","0.07761"
"trail_5","FAI73_T2A","0.12379"
"trail_5","FAI73_T2B","0.07107"
"trail_5","FAI73_T5A","0.14385"
"trail_5","FAI73_T5B","0.1665"
"trail_5","FAI73_T6","0.11955"
"trail_5","FAI73_T7A","0.1272"
"trail_5","FAI73_T7B","0.09272"
"trail_5","FAI73_T7C","0.12367"
"trail_5","FAI73_T10A","0.15219"
"trail_5","FAI73_T10B","0.10413"
"trail_5","FAI73_T11","0.12519"
"trail_5","FAI72DOE_1","2.8139999999999998E-2"
"trail_5","FAI72DOE_2","0.05886"
"trail_5","FAI72DOE_3","0.05538"
"trail_5","FAI73DOE_1","0.16006"
"trail_5","FAI73DOE_2","0.22211"
"trail_5","FAI73DOE_3","0.1704"
"trail_5","FAI73DOE_4","0.15132"
"trail_5","FAI73DOE_5","0.15919"
"trail_5","FAI73DOE_6","0.16338"
"trail_5","FAI73DOE_7","0.1517"
"trail_5","FAI73DOE_8","0.16398"
"trail_5","FAI73DOE_9","0.15496"
"trail_5","FAI73DOE_10","0.16977"
"trail_5","FAI73DOE_11","0.18126"
"trail_5","FAI73DOE_12","0.16846"
"trail_5","FAI16","40.4042"
"trail_5","FAI17","34.01295"
"trail_5","FAI19","23.13634"
"trail_5","FAI21","20.62765"
"trail_5","FAI22","12.53518"
"trail_5","FAI23","0.42783"
"trail_5","FAI24","4.49038"
"trail_5","FAI25","121.28116"
"trail_5","FAI26","115.33647"
"trail_5","FAI27","113.53581"
"trail_5","FAI28","111.05202"
"trail_5","FAI30","2.69822"
"trail_5","FAI31","0.66955"
"trail_5","FAI33","84.13525"
"trail_5","FAI34","80.50975"
"trail_5","FAI35","71.16748"
"trail_5","FAI36","62.41711"
"trail_5","FAI37","56.26211"
"trail_5","FAI38","3.88274"
"trail_5","FAI39","1.11802"
"trail_5","FAI40","42.76645"
"trail_5","FAI41","4.2314"
"trail_5","FAI42","13.88024"
"trail_5","FAI10_1","18.06511"
"trail_5","FAI10_2","18.05654"
"trail_5","FAI10_3","18.05329"
"trail_5","FAI11_1","3.01161"
"trail_5","FAI11_2","2.98016"
"trail_5","FAI11_3","2.96396"
"trail_5","FAI12","29.42997"
"trail_5","FAI13","15.03947"
"trail_5","FAI14","13.96344"
"trail_5","FAI15","43.38739"
"trail_5","FAI18","25.01836"
"trail_5","FAI20","22.2202"
"trail_5","FAI29","109.14985"
"trail_5","FAI32","85.84873"
"trail_5","FAI47","5.73374"
"trail_5","FAI48","17.64713"
"trail_5","FAI49","92.55846"
"trail_5","FAI50","115.19921"
"trail_5","FAI51","107.63906"
"trail_5","FAI52","81.41195"
"trail_5","FAI53","76.95836"
"trail_5","FAI54","68.42445"
"trail_5","FAI55_1","15.75683"
"trail_5","FAI55_2","15.7719"
"trail_5","FAI56","122.78821"
"trail_5","FAI57","116.95334"
"trail_5","FAI58","42.15987"
"trail_5","FAI59","43.39219"
"trail_5","FAI61","115.92658"
"trail_5","FAI62","109.16025"
"trail_5","FAI63","28.4637"
"trail_5","FAI64","45.16588"
"trail_5","FAI65","44.58453"
"trail_5","FAI66","41.23629"
"trail_5","FAI67","78.73296"
"trail_5","FAI68","77.02157"
"trail_5","FAI69","72.77248"
"trail_5","FAI70","44.58719"
"trail_5","FAI71","2.39798"
"trail_5","FAI43","1.06319"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:08:32.5"
"trail_5","bin","19"
"trail_5","fixture1","#103"
"trail_5","fixture","#113"
"trail_5","FAI3_1","0.06635"
"trail_5","FAI3_2","0.06548"
"trail_5","FAI3_3","0.06596"
"trail_5","FAI3_4","0.0678"
"trail_5","FAI3_5","0.06726"
"trail_5","FAI3_6","0.06989"
"trail_5","FAI7","0.12193"
"trail_5","FAI44","0.02838"
"trail_5","FAI45","0.05409"
"trail_5","FAI72_T3A","0.05019"
"trail_5","FAI72_T3B","0.0915"
"trail_5","FAI72_T4A","0.05826"
"trail_5","FAI72_T4B","0.08429"
"trail_5","FAI72_T9A","0.06579"
"trail_5","FAI72_T9B","0.05597"
"trail_5","FAI73_T12","0.13205"
"trail_5","FAI73_T1","0.15347"
"trail_5","FAI73_T2A","0.16004"
"trail_5","FAI73_T2B","0.15722"
"trail_5","FAI73_T5A","0.16131"
"trail_5","FAI73_T5B","0.199"
"trail_5","FAI73_T6","0.13772"
"trail_5","FAI73_T7A","0.14615"
"trail_5","FAI73_T7B","0.14507"
"trail_5","FAI73_T7C","0.16137"
"trail_5","FAI73_T10A","0.15664"
"trail_5","FAI73_T10B","0.15523"
"trail_5","FAI73_T11","0.14167"
"trail_5","FAI72DOE_1","7.331E-2"
"trail_5","FAI72DOE_2","0.07466"
"trail_5","FAI72DOE_3","0.07768"
"trail_5","FAI73DOE_1","0.14539"
"trail_5","FAI73DOE_2","0.18692"
"trail_5","FAI73DOE_3","0.1648"
"trail_5","FAI73DOE_4","0.15258"
"trail_5","FAI73DOE_5","0.18224"
"trail_5","FAI73DOE_6","0.16292"
"trail_5","FAI73DOE_7","0.16036"
"trail_5","FAI73DOE_8","0.15833"
"trail_5","FAI73DOE_9","0.16874"
"trail_5","FAI73DOE_10","0.20862"
"trail_5","FAI73DOE_11","0.19601"
"trail_5","FAI73DOE_12","0.17498"
"trail_5","FAI16","40.4107"
"trail_5","FAI17","34.01322"
"trail_5","FAI19","23.16478"
"trail_5","FAI21","20.57667"
"trail_5","FAI22","12.53773"
"trail_5","FAI23","0.41358"
"trail_5","FAI24","4.48215"
"trail_5","FAI25","121.27115"
"trail_5","FAI26","115.33444"
"trail_5","FAI27","113.55132"
"trail_5","FAI28","111.04362"
"trail_5","FAI30","2.69706"
"trail_5","FAI31","0.67839"
"trail_5","FAI33","84.13744"
"trail_5","FAI34","80.51416"
"trail_5","FAI35","71.15778"
"trail_5","FAI36","62.43728"
"trail_5","FAI37","56.2877"
"trail_5","FAI38","3.87929"
"trail_5","FAI39","1.1251"
"trail_5","FAI40","42.72823"
"trail_5","FAI41","4.19589"
"trail_5","FAI42","13.89805"
"trail_5","FAI10_1","18.06745"
"trail_5","FAI10_2","18.05672"
"trail_5","FAI10_3","18.05475"
"trail_5","FAI11_1","3.01264"
"trail_5","FAI11_2","2.98183"
"trail_5","FAI11_3","2.96158"
"trail_5","FAI12","29.42632"
"trail_5","FAI13","15.03724"
"trail_5","FAI14","13.96954"
"trail_5","FAI15","43.40374"
"trail_5","FAI18","25.02993"
"trail_5","FAI20","22.225"
"trail_5","FAI29","109.15033"
"trail_5","FAI32","85.84966"
"trail_5","FAI47","5.73429"
"trail_5","FAI48","17.65541"
"trail_5","FAI49","92.56312"
"trail_5","FAI50","115.2094"
"trail_5","FAI51","107.64603"
"trail_5","FAI52","81.42045"
"trail_5","FAI53","76.96374"
"trail_5","FAI54","68.43156"
"trail_5","FAI55_1","15.75014"
"trail_5","FAI55_2","15.76722"
"trail_5","FAI56","122.95765"
"trail_5","FAI57","116.96225"
"trail_5","FAI58","42.17205"
"trail_5","FAI59","43.40824"
"trail_5","FAI61","115.92642"
"trail_5","FAI62","109.16146"
"trail_5","FAI63","28.46021"
"trail_5","FAI64","45.17151"
"trail_5","FAI65","44.58301"
"trail_5","FAI66","41.23236"
"trail_5","FAI67","78.7376"
"trail_5","FAI68","77.02308"
"trail_5","FAI69","72.77914"
"trail_5","FAI70","44.58453"
"trail_5","FAI71","2.39046"
"trail_5","FAI43","1.05008"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:08:28.4"
"trail_5","bin","20"
"trail_5","fixture1","#104"
"trail_5","fixture","#114"
"trail_5","FAI3_1","0.05982"
"trail_5","FAI3_2","0.0576"
"trail_5","FAI3_3","0.05786"
"trail_5","FAI3_4","0.04985"
"trail_5","FAI3_5","0.04968"
"trail_5","FAI3_6","0.05019"
"trail_5","FAI7","0.2099"
"trail_5","FAI44","0.01904"
"trail_5","FAI45","0.07168"
"trail_5","FAI72_T3A","0.00512"
"trail_5","FAI72_T3B","0.0291"
"trail_5","FAI72_T4A","0.00883"
"trail_5","FAI72_T4B","0.00277"
"trail_5","FAI72_T9A","0.01146"
"trail_5","FAI72_T9B","0.02481"
"trail_5","FAI73_T12","0.10875"
"trail_5","FAI73_T1","0.08566"
"trail_5","FAI73_T2A","0.12338"
"trail_5","FAI73_T2B","0.07313"
"trail_5","FAI73_T5A","0.14773"
"trail_5","FAI73_T5B","0.18612"
"trail_5","FAI73_T6","0.11464"
"trail_5","FAI73_T7A","0.12753"
"trail_5","FAI73_T7B","0.09305"
"trail_5","FAI73_T7C","0.13256"
"trail_5","FAI73_T10A","0.16459"
"trail_5","FAI73_T10B","0.12028"
"trail_5","FAI73_T11","0.12779"
"trail_5","FAI72DOE_1","6.4500000000000002E-2"
"trail_5","FAI72DOE_2","0.05625"
"trail_5","FAI72DOE_3","0.0535"
"trail_5","FAI73DOE_1","0.16106"
"trail_5","FAI73DOE_2","0.23512"
"trail_5","FAI73DOE_3","0.12587"
"trail_5","FAI73DOE_4","0.14005"
"trail_5","FAI73DOE_5","0.14972"
"trail_5","FAI73DOE_6","0.15789"
"trail_5","FAI73DOE_7","0.15233"
"trail_5","FAI73DOE_8","0.16846"
"trail_5","FAI73DOE_9","0.15693"
"trail_5","FAI73DOE_10","0.1869"
"trail_5","FAI73DOE_11","0.18333"
"trail_5","FAI73DOE_12","0.17076"
"trail_5","FAI16","40.42273"
"trail_5","FAI17","34.03413"
"trail_5","FAI19","23.15177"
"trail_5","FAI21","20.62307"
"trail_5","FAI22","12.52596"
"trail_5","FAI23","0.40887"
"trail_5","FAI24","4.47789"
"trail_5","FAI25","121.27362"
"trail_5","FAI26","115.34398"
"trail_5","FAI27","113.54662"
"trail_5","FAI28","111.04682"
"trail_5","FAI30","2.6802"
"trail_5","FAI31","0.65103"
"trail_5","FAI33","84.13642"
"trail_5","FAI34","80.51835"
"trail_5","FAI35","71.17048"
"trail_5","FAI36","62.42516"
"trail_5","FAI37","56.28293"
"trail_5","FAI38","3.56331"
"trail_5","FAI39","1.12192"
"trail_5","FAI40","42.77906"
"trail_5","FAI41","4.23588"
"trail_5","FAI42","13.87578"
"trail_5","FAI10_1","18.06704"
"trail_5","FAI10_2","18.05741"
"trail_5","FAI10_3","18.05217"
"trail_5","FAI11_1","3.0127"
"trail_5","FAI11_2","2.98252"
"trail_5","FAI11_3","2.96108"
"trail_5","FAI12","29.42947"
"trail_5","FAI13","15.03539"
"trail_5","FAI14","13.96083"
"trail_5","FAI15","43.36235"
"trail_5","FAI18","25.00807"
"trail_5","FAI20","22.20962"
"trail_5","FAI29","109.14755"
"trail_5","FAI32","85.84593"
"trail_5","FAI47","5.73422"
"trail_5","FAI48","17.64011"
"trail_5","FAI49","92.55712"
"trail_5","FAI50","115.19988"
"trail_5","FAI51","107.63147"
"trail_5","FAI52","81.40957"
"trail_5","FAI53","76.95675"
"trail_5","FAI54","68.41932"
"trail_5","FAI55_1","15.76233"
"trail_5","FAI55_2","15.77798"
"trail_5","FAI56","122.7844"
"trail_5","FAI57","116.95054"
"trail_5","FAI58","42.14503"
"trail_5","FAI59","43.36437"
"trail_5","FAI61","115.92483"
"trail_5","FAI62","109.15888"
"trail_5","FAI63","28.48745"
"trail_5","FAI64","45.15607"
"trail_5","FAI65","44.57805"
"trail_5","FAI66","41.25589"
"trail_5","FAI67","78.723"
"trail_5","FAI68","77.01034"
"trail_5","FAI69","72.76267"
"trail_5","FAI70","44.57963"
"trail_5","FAI71","2.40394"
"trail_5","FAI43","1.13526"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:08:50.7"
"trail_5","bin","21"
"trail_5","fixture1","#103"
"trail_5","fixture","#113"
"trail_5","FAI3_1","0.04084"
"trail_5","FAI3_2","0.06288"
"trail_5","FAI3_3","0.0628"
"trail_5","FAI3_4","0.06733"
"trail_5","FAI3_5","0.06651"
"trail_5","FAI3_6","0.06765"
"trail_5","FAI7","0.27671"
"trail_5","FAI44","0.02677"
"trail_5","FAI45","0.09724"
"trail_5","FAI72_T3A","0.05477"
"trail_5","FAI72_T3B","0.0942"
"trail_5","FAI72_T4A","0.06369"
"trail_5","FAI72_T4B","0.0873"
"trail_5","FAI72_T9A","0.06889"
"trail_5","FAI72_T9B","0.06002"
"trail_5","FAI73_T12","0.14406"
"trail_5","FAI73_T1","0.16236"
"trail_5","FAI73_T2A","0.16815"
"trail_5","FAI73_T2B","0.16292"
"trail_5","FAI73_T5A","0.16169"
"trail_5","FAI73_T5B","0.22819"
"trail_5","FAI73_T6","0.12218"
"trail_5","FAI73_T7A","0.15428"
"trail_5","FAI73_T7B","0.14983"
"trail_5","FAI73_T7C","0.17351"
"trail_5","FAI73_T10A","0.17369"
"trail_5","FAI73_T10B","0.17294"
"trail_5","FAI73_T11","0.15887"
"trail_5","FAI72DOE_1","9.5649999999999999E-2"
"trail_5","FAI72DOE_2","0.07423"
"trail_5","FAI72DOE_3","0.07845"
"trail_5","FAI73DOE_1","0.14821"
"trail_5","FAI73DOE_2","0.20741"
"trail_5","FAI73DOE_3","0.16029"
"trail_5","FAI73DOE_4","0.15944"
"trail_5","FAI73DOE_5","0.19377"
"trail_5","FAI73DOE_6","0.15691"
"trail_5","FAI73DOE_7","0.14859"
"trail_5","FAI73DOE_8","0.16781"
"trail_5","FAI73DOE_9","0.16245"
"trail_5","FAI73DOE_10","0.31392"
"trail_5","FAI73DOE_11","0.18741"
"trail_5","FAI73DOE_12","0.17806"
"trail_5","FAI16","40.40903"
"trail_5","FAI17","33.9936"
"trail_5","FAI19","23.15579"
"trail_5","FAI21","20.58139"
"trail_5","FAI22","12.55336"
"trail_5","FAI23","0.42146"
"trail_5","FAI24","4.48448"
"trail_5","FAI25","121.2851"
"trail_5","FAI26","115.33634"
"trail_5","FAI27","113.5342"
"trail_5","FAI28","111.05289"
"trail_5","FAI30","2.6909"
"trail_5","FAI31","0.66653"
"trail_5","FAI33","84.13723"
"trail_5","FAI34","80.51003"
"trail_5","FAI35","71.15778"
"trail_5","FAI36","62.41568"
"trail_5","FAI37","56.27124"
"trail_5","FAI38","3.79333"
"trail_5","FAI39","1.19219"
"trail_5","FAI40","42.76512"
"trail_5","FAI41","4.2327"
"trail_5","FAI42","13.87389"
"trail_5","FAI10_1","18.06941"
"trail_5","FAI10_2","18.05783"
"trail_5","FAI10_3","18.05265"
"trail_5","FAI11_1","3.01285"
"trail_5","FAI11_2","2.98033"
"trail_5","FAI11_3","2.9375"
"trail_5","FAI12","29.43048"
"trail_5","FAI13","15.03924"
"trail_5","FAI14","13.95546"
"trail_5","FAI15","43.36753"
"trail_5","FAI18","25.01217"
"trail_5","FAI20","22.21186"
"trail_5","FAI29","109.15151"
"trail_5","FAI32","85.84664"
"trail_5","FAI47","5.73455"
"trail_5","FAI48","17.64112"
"trail_5","FAI49","92.55732"
"trail_5","FAI50","115.19744"
"trail_5","FAI51","107.62934"
"trail_5","FAI52","81.40786"
"trail_5","FAI53","76.95581"
"trail_5","FAI54","68.41843"
"trail_5","FAI55_1","15.76383"
"trail_5","FAI55_2","15.7797"
"trail_5","FAI56","122.78913"
"trail_5","FAI57","116.95083"
"trail_5","FAI58","42.14925"
"trail_5","FAI59","43.3713"
"trail_5","FAI61","115.92896"
"trail_5","FAI62","109.16059"
"trail_5","FAI63","28.47204"
"trail_5","FAI64","45.15953"
"trail_5","FAI65","44.58091"
"trail_5","FAI66","41.24001"
"trail_5","FAI67","78.7261"
"trail_5","FAI68","77.00905"
"trail_5","FAI69","72.76524"
"trail_5","FAI70","44.58157"
"trail_5","FAI71","2.40225"
"trail_5","FAI43","1.09427"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:08:46.7"
"trail_5","bin","22"
"trail_5","fixture1","#104"
"trail_5","fixture","#114"
"trail_5","FAI3_1","0.05454"
"trail_5","FAI3_2","0.05703"
"trail_5","FAI3_3","0.05609"
"trail_5","FAI3_4","0.04718"
"trail_5","FAI3_5","0.04974"
"trail_5","FAI3_6","0.05085"
"trail_5","FAI7","0.19106"
"trail_5","FAI44","0.02287"
"trail_5","FAI45","0.08807"
"trail_5","FAI72_T3A","0.00468"
"trail_5","FAI72_T3B","0.02831"
"trail_5","FAI72_T4A","0.00301"
"trail_5","FAI72_T4B","0.00085"
"trail_5","FAI72_T9A","0.00569"
"trail_5","FAI72_T9B","0.02935"
"trail_5","FAI73_T12","0.1117"
"trail_5","FAI73_T1","0.08932"
"trail_5","FAI73_T2A","0.12843"
"trail_5","FAI73_T2B","0.0744"
"trail_5","FAI73_T5A","0.15372"
"trail_5","FAI73_T5B","0.20784"
"trail_5","FAI73_T6","0.11589"
"trail_5","FAI73_T7A","0.12633"
"trail_5","FAI73_T7B","0.09106"
"trail_5","FAI73_T7C","0.1527"
"trail_5","FAI73_T10A","0.16342"
"trail_5","FAI73_T10B","0.12509"
"trail_5","FAI73_T11","0.12492"
"trail_5","FAI72DOE_1","5.4649999999999997E-2"
"trail_5","FAI72DOE_2","0.05852"
"trail_5","FAI72DOE_3","0.05894"
"trail_5","FAI73DOE_1","0.15534"
"trail_5","FAI73DOE_2","0.23704"
"trail_5","FAI73DOE_3","0.13424"
"trail_5","FAI73DOE_4","0.14935"
"trail_5","FAI73DOE_5","0.15587"
"trail_5","FAI73DOE_6","0.15969"
"trail_5","FAI73DOE_7","0.14646"
"trail_5","FAI73DOE_8","0.16736"
"trail_5","FAI73DOE_9","0.16345"
"trail_5","FAI73DOE_10","0.19947"
"trail_5","FAI73DOE_11","0.18958"
"trail_5","FAI73DOE_12","0.17692"
"trail_5","FAI16","40.41001"
"trail_5","FAI17","34.04144"
"trail_5","FAI19","23.144"
"trail_5","FAI21","20.62285"
"trail_5","FAI22","12.54036"
"trail_5","FAI23","0.41996"
"trail_5","FAI24","4.48162"
"trail_5","FAI25","121.28973"
"trail_5","FAI26","115.3471"
"trail_5","FAI27","113.54512"
"trail_5","FAI28","111.05775"
"trail_5","FAI30","2.69038"
"trail_5","FAI31","0.6611"
"trail_5","FAI33","84.14306"
"trail_5","FAI34","80.52155"
"trail_5","FAI35","71.17658"
"trail_5","FAI36","62.43027"
"trail_5","FAI37","56.28649"
"trail_5","FAI38","3.90143"
"trail_5","FAI39","1.14186"
"trail_5","FAI40","42.77201"
"trail_5","FAI41","4.23486"
"trail_5","FAI42","13.86515"
"trail_5","FAI10_1","18.0685"
"trail_5","FAI10_2","18.0577"
"trail_5","FAI10_3","18.05367"
"trail_5","FAI11_1","3.01294"
"trail_5","FAI11_2","2.97948"
"trail_5","FAI11_3","2.96398"
"trail_5","FAI12","29.43051"
"trail_5","FAI13","15.03986"
"trail_5","FAI14","13.96454"
"trail_5","FAI15","43.36959"
"trail_5","FAI18","25.01388"
"trail_5","FAI20","22.21466"
"trail_5","FAI29","109.14483"
"trail_5","FAI32","85.84078"
"trail_5","FAI47","5.73532"
"trail_5","FAI48","17.64324"
"trail_5","FAI49","92.55517"
"trail_5","FAI50","115.20436"
"trail_5","FAI51","107.62907"
"trail_5","FAI52","81.40836"
"trail_5","FAI53","76.95255"
"trail_5","FAI54","68.42171"
"trail_5","FAI55_1","15.75931"
"trail_5","FAI55_2","15.77551"
"trail_5","FAI56","122.78244"
"trail_5","FAI57","116.95409"
"trail_5","FAI58","42.15244"
"trail_5","FAI59","43.37243"
"trail_5","FAI61","115.91906"
"trail_5","FAI62","109.15593"
"trail_5","FAI63","28.47492"
"trail_5","FAI64","45.16071"
"trail_5","FAI65","44.5805"
"trail_5","FAI66","41.24521"
"trail_5","FAI67","78.72731"
"trail_5","FAI68","77.01424"
"trail_5","FAI69","72.76604"
"trail_5","FAI70","44.57939"
"trail_5","FAI71","2.39985"
"trail_5","FAI43","1.10743"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
"trail_5","startTime","1899-12-31 00:10:13.7"
"trail_5","bin","23"
"trail_5","fixture1","#103"
"trail_5","fixture","#113"
"trail_5","FAI3_1","0.05916"
"trail_5","FAI3_2","0.06205"
"trail_5","FAI3_3","0.06269"
"trail_5","FAI3_4","0.06622"
"trail_5","FAI3_5","0.06707"
"trail_5","FAI3_6","0.06852"
"trail_5","FAI7","0.11427"
"trail_5","FAI44","0.02923"
"trail_5","FAI45","0.0599"
"trail_5","FAI72_T3A","0.05401"
"trail_5","FAI72_T3B","0.09736"
"trail_5","FAI72_T4A","0.05955"
"trail_5","FAI72_T4B","0.08208"
"trail_5","FAI72_T9A","0.06734"
"trail_5","FAI72_T9B","0.05939"
"trail_5","FAI73_T12","0.14086"
"trail_5","FAI73_T1","0.15756"
"trail_5","FAI73_T2A","0.16502"
"trail_5","FAI73_T2B","0.16154"
"trail_5","FAI73_T5A","0.15881"
"trail_5","FAI73_T5B","0.20565"
"trail_5","FAI73_T6","0.13843"
"trail_5","FAI73_T7A","0.14036"
"trail_5","FAI73_T7B","0.14371"
"trail_5","FAI73_T7C","0.15925"
"trail_5","FAI73_T10A","0.15531"
"trail_5","FAI73_T10B","0.16453"
"trail_5","FAI73_T11","0.14664"
"trail_5","FAI72DOE_1","8.4169999999999995E-2"
"trail_5","FAI72DOE_2","0.08018"
"trail_5","FAI72DOE_3","0.07951"
"trail_5","FAI73DOE_1","0.15066"
"trail_5","FAI73DOE_2","0.19346"
"trail_5","FAI73DOE_3","0.15176"
"trail_5","FAI73DOE_4","0.15904"
"trail_5","FAI73DOE_5","0.19516"
"trail_5","FAI73DOE_6","0.16106"
"trail_5","FAI73DOE_7","0.14681"
"trail_5","FAI73DOE_8","0.18182"
"trail_5","FAI73DOE_9","0.17946"
"trail_5","FAI73DOE_10","0.18098"
"trail_5","FAI73DOE_11","0.21485"
"trail_5","FAI73DOE_12","0.17478"
"trail_5","FAI16","40.44265"
"trail_5","FAI17","34.05722"
"trail_5","FAI19","23.21007"
"trail_5","FAI21","20.62023"
"trail_5","FAI22","12.56692"
"trail_5","FAI23","0.39236"
"trail_5","FAI24","4.46202"
"trail_5","FAI25","121.29976"
"trail_5","FAI26","115.36303"
"trail_5","FAI27","113.5782"
"trail_5","FAI28","111.06186"
"trail_5","FAI30","2.67352"
"trail_5","FAI31","0.65222"
"trail_5","FAI33","84.15355"
"trail_5","FAI34","80.5404"
"trail_5","FAI35","71.18216"
"trail_5","FAI36","62.45014"
"trail_5","FAI37","56.32134"
"trail_5","FAI38","3.91806"
"trail_5","FAI39","1.16663"
"trail_5","FAI40","42.75349"
"trail_5","FAI41","4.22321"
"trail_5","FAI42","13.87516"
"trail_5","FAI10_1","18.07082"
"trail_5","FAI10_2","18.05718"
"trail_5","FAI10_3","18.06334"
"trail_5","FAI11_1","3.0155"
"trail_5","FAI11_2","2.97853"
"trail_5","FAI11_3","2.93254"
"trail_5","FAI12","29.42586"
"trail_5","FAI13","15.04568"
"trail_5","FAI14","13.96218"
"trail_5","FAI15","43.35115"
"trail_5","FAI18","25.00425"
"trail_5","FAI20","22.20774"
"trail_5","FAI29","109.15375"
"trail_5","FAI32","85.84752"
"trail_5","FAI47","5.73487"
"trail_5","FAI48","17.63871"
"trail_5","FAI49","92.55717"
"trail_5","FAI50","115.24483"
"trail_5","FAI51","107.63292"
"trail_5","FAI52","81.41069"
"trail_5","FAI53","76.95616"
"trail_5","FAI54","68.42291"
"trail_5","FAI55_1","15.76356"
"trail_5","FAI55_2","15.77771"
"trail_5","FAI56","122.79627"
"trail_5","FAI57","116.99681"
"trail_5","FAI58","42.13921"
"trail_5","FAI59","43.35363"
"trail_5","FAI61","115.92765"
"trail_5","FAI62","109.16272"
"trail_5","FAI63","28.49151"
"trail_5","FAI64","45.15329"
"trail_5","FAI65","44.57215"
"trail_5","FAI66","41.26023"
"trail_5","FAI67","78.76759"
"trail_5","FAI68","77.04755"
"trail_5","FAI69","72.80623"
"trail_5","FAI70","44.57553"
"trail_5","FAI71","2.40352"
"trail_5","FAI43","1.0954"
"trail_5","SourceSheet","data4"
"trail_5","FAI1",NA
"trail_5","FAI2",NA
"trail_5","FAI4",NA
"trail_5","FAI5",NA
